Point ID;Easting;Northing;Elevation;H. Precision;V. Precision;PDOP;Sats;Date;Time
nor3-2567;245788.915;5182385.082;90.521;0.017;0.027;1.466;17;2023-07-25;15:24:23
nor3-2568;245788.317;5182385.913;90.508;0.018;0.027;1.466;18;2023-07-25;15:24:24
nor3-2569;245787.657;5182386.807;90.506;0.019;0.027;1.466;18;2023-07-25;15:24:25
nor3-2570;245786.978;5182387.682;90.511;0.019;0.027;1.466;18;2023-07-25;15:24:26
nor3-2571;245786.272;5182388.625;90.515;0.026;0.033;1.466;17;2023-07-25;15:24:27
nor3-2572;245785.621;5182389.475;90.505;0.024;0.033;1.466;16;2023-07-25;15:24:28
nor3-2573;245785.061;5182390.251;90.511;0.024;0.032;1.891;15;2023-07-25;15:24:29
nor3-2574;245784.474;5182390.998;90.525;0.023;0.03;1.891;15;2023-07-25;15:24:30
nor3-2575;245783.874;5182391.744;90.541;0.021;0.03;1.891;16;2023-07-25;15:24:31
nor3-2576;245783.339;5182392.389;90.556;0.026;0.032;1.891;16;2023-07-25;15:24:32
nor3-2577;245782.806;5182393.101;90.515;0.033;0.039;1.564;15;2023-07-25;15:24:33
nor3-2578;245782.212;5182393.794;90.547;0.03;0.036;1.564;15;2023-07-25;15:24:34
nor3-2579;245781.62;5182394.615;90.528;0.031;0.037;1.891;15;2023-07-25;15:24:35
nor3-2580;245781.018;5182395.356;90.549;0.036;0.042;1.891;15;2023-07-25;15:24:36
nor3-2581;245780.449;5182396.127;90.522;0.04;0.041;2.17;14;2023-07-25;15:24:37
nor3-2582;245779.856;5182396.873;90.526;0.042;0.042;2.17;14;2023-07-25;15:24:38
nor3-2583;245779.359;5182397.574;90.567;0.04;0.041;3.082;15;2023-07-25;15:24:39
nor3-2584;245767.427;5182412.089;90.649;0.039;0.052;2.092;12;2023-07-25;15:24:59
nor3-2585;245751.673;5182431.552;90.622;0.037;0.055;2.256;13;2023-07-25;15:25:25
nor3-2586;245750.944;5182432.372;90.58;0.033;0.051;2.256;15;2023-07-25;15:25:26
nor3-2587;245750.181;5182433.356;90.572;0.023;0.029;1.84;14;2023-07-25;15:25:27
nor3-2588;245749.4;5182434.181;90.562;0.023;0.03;1.84;14;2023-07-25;15:25:28
nor3-2589;245748.764;5182434.986;90.546;0.025;0.028;2.093;15;2023-07-25;15:25:29
nor3-2590;245748.053;5182435.758;90.574;0.021;0.028;2.093;15;2023-07-25;15:25:30
nor3-2591;245747.409;5182436.577;90.561;0.025;0.029;2.093;15;2023-07-25;15:25:31
nor3-2592;245746.802;5182437.37;90.56;0.026;0.029;2.093;14;2023-07-25;15:25:32
nor3-2593;245746.149;5182438.276;90.579;0.027;0.03;2.093;14;2023-07-25;15:25:33
nor3-2594;245745.46;5182439.206;90.594;0.024;0.032;2.093;14;2023-07-25;15:25:34
nor3-2595;245744.712;5182440.132;90.592;0.022;0.033;2.093;14;2023-07-25;15:25:35
nor3-2596;245743.941;5182440.974;90.624;0.022;0.033;2.093;14;2023-07-25;15:25:36
nor3-2597;245743.22;5182441.838;90.606;0.027;0.03;2.093;16;2023-07-25;15:25:37
nor3-2598;245742.51;5182442.696;90.573;0.03;0.034;2.093;16;2023-07-25;15:25:38
nor3-2599;245741.809;5182443.519;90.617;0.032;0.04;1.84;15;2023-07-25;15:25:39
nor3-2600;245741.11;5182444.238;90.634;0.033;0.039;1.84;15;2023-07-25;15:25:40
nor3-2601;245740.444;5182445.045;90.614;0.035;0.043;2.093;15;2023-07-25;15:25:41
nor3-2602;245739.811;5182445.864;90.608;0.034;0.042;2.093;15;2023-07-25;15:25:42
nor3-2603;245739.265;5182446.521;90.626;0.033;0.038;2.093;16;2023-07-25;15:25:43
nor3-2604;245738.74;5182447.416;90.561;0.033;0.035;2.093;14;2023-07-25;15:25:44
nor3-2605;245738.154;5182448.167;90.611;0.036;0.039;2.506;14;2023-07-25;15:25:45
nor3-2606;245737.435;5182449.122;90.624;0.032;0.034;2.506;14;2023-07-25;15:25:46
nor3-2607;245736.839;5182449.969;90.635;0.032;0.035;2.507;14;2023-07-25;15:25:47
nor3-2608;245736.103;5182450.919;90.614;0.031;0.033;2.507;15;2023-07-25;15:25:48
nor3-2609;245735.396;5182451.84;90.622;0.039;0.039;2.491;15;2023-07-25;15:25:49
nor3-2610;245734.693;5182452.669;90.643;0.038;0.041;2.491;16;2023-07-25;15:25:50
nor3-2611;245733.965;5182453.544;90.628;0.036;0.039;2.076;16;2023-07-25;15:25:51
nor3-2612;245728.814;5182459.838;90.606;0.038;0.042;1.944;16;2023-07-25;15:25:59
nor3-2613;245727.509;5182461.238;90.716;0.041;0.059;1.958;18;2023-07-25;15:26:01
nor3-2614;245723.738;5182466.239;90.646;0.036;0.052;2.013;15;2023-07-25;15:26:07
nor3-2615;245723.101;5182467.101;90.645;0.034;0.051;2.013;14;2023-07-25;15:26:08
nor3-2616;245722.428;5182467.937;90.623;0.034;0.05;1.945;14;2023-07-25;15:26:09
nor3-2617;245707.584;5182486.943;90.594;0.034;0.047;2.001;14;2023-07-25;15:26:31
nor3-2618;245706.912;5182487.815;90.578;0.037;0.047;2.001;14;2023-07-25;15:26:32
nor3-2619;245706.208;5182488.683;90.667;0.032;0.043;1.781;15;2023-07-25;15:26:33
nor3-2620;245705.527;5182489.63;90.641;0.033;0.042;1.781;16;2023-07-25;15:26:34
nor3-2621;245704.816;5182490.502;90.644;0.035;0.042;1.756;15;2023-07-25;15:26:35
nor3-2622;245704.136;5182491.359;90.664;0.03;0.038;1.756;15;2023-07-25;15:26:36
nor3-2623;245703.469;5182492.243;90.609;0.029;0.048;1.963;15;2023-07-25;15:26:37
nor3-2624;245702.757;5182493.119;90.641;0.029;0.048;1.963;14;2023-07-25;15:26:38
nor3-2625;245702.053;5182494.02;90.623;0.026;0.045;2;14;2023-07-25;15:26:39
nor3-2626;245701.321;5182494.904;90.635;0.023;0.041;2;14;2023-07-25;15:26:40
nor3-2627;245700.626;5182495.761;90.633;0.026;0.045;2;14;2023-07-25;15:26:41
nor3-2628;245699.891;5182496.658;90.679;0.024;0.04;2.26;15;2023-07-25;15:26:42
nor3-2629;245699.198;5182497.506;90.683;0.025;0.043;2.26;15;2023-07-25;15:26:43
nor3-2630;245698.535;5182498.323;90.656;0.023;0.045;2.077;15;2023-07-25;15:26:44
nor3-2631;245697.826;5182499.173;90.682;0.029;0.053;2.077;16;2023-07-25;15:26:45
nor3-2632;245697.132;5182500.031;90.708;0.024;0.044;1.758;16;2023-07-25;15:26:46
nor3-2633;245696.437;5182500.902;90.725;0.025;0.047;1.95;15;2023-07-25;15:26:47
nor3-2634;245695.751;5182501.758;90.674;0.024;0.044;1.95;15;2023-07-25;15:26:48
nor3-2635;245695.087;5182502.592;90.673;0.022;0.038;2.077;15;2023-07-25;15:26:49
nor3-2636;245694.43;5182503.425;90.67;0.021;0.036;2.077;18;2023-07-25;15:26:50
nor3-2637;245693.767;5182504.275;90.677;0.021;0.036;1.611;17;2023-07-25;15:26:51
nor3-2638;245693.088;5182505.137;90.679;0.024;0.042;1.611;15;2023-07-25;15:26:52
nor3-2639;245692.421;5182506.01;90.636;0.024;0.039;1.495;14;2023-07-25;15:26:53
nor3-2640;245691.82;5182506.834;90.608;0.025;0.041;1.495;15;2023-07-25;15:26:54
nor3-2641;245691.173;5182507.631;90.583;0.024;0.041;1.495;16;2023-07-25;15:26:55
nor3-2642;245690.559;5182508.404;90.597;0.031;0.057;1.495;16;2023-07-25;15:26:56
nor3-2643;245690.153;5182508.894;90.636;0.025;0.044;1.495;17;2023-07-25;15:26:57
nor3-2644;245689.724;5182509.46;90.605;0.025;0.043;1.495;17;2023-07-25;15:26:58
nor3-2645;245689.241;5182510.004;90.595;0.029;0.051;1.496;15;2023-07-25;15:26:59
nor3-2646;245688.701;5182510.609;90.605;0.032;0.055;1.496;16;2023-07-25;15:27:00
nor3-2647;245688.625;5182510.741;90.606;0.03;0.051;1.399;20;2023-07-25;15:27:01
nor3-2648;245688.638;5182510.709;90.624;0.028;0.046;1.399;20;2023-07-25;15:27:02
nor3-2649;245688.618;5182510.72;90.614;0.018;0.032;1.399;20;2023-07-25;15:27:03
nor3-2650;245688.623;5182510.71;90.607;0.018;0.031;1.399;20;2023-07-25;15:27:04
nor3-2651;245688.617;5182510.714;90.61;0.02;0.036;1.399;19;2023-07-25;15:27:05
nor3-2652;245688.613;5182510.708;90.627;0.018;0.034;1.399;19;2023-07-25;15:27:06
nor3-2653;245688.603;5182510.724;90.611;0.022;0.04;1.526;19;2023-07-25;15:27:07
nor3-2654;245688.6;5182510.724;90.63;0.022;0.04;1.526;20;2023-07-25;15:27:08
nor3-2655;245688.59;5182510.724;90.623;0.021;0.04;1.526;19;2023-07-25;15:27:09
nor3-2656;245688.221;5182511.122;90.666;0.02;0.039;1.526;19;2023-07-25;15:27:10
nor3-2657;245687.706;5182511.744;90.62;0.02;0.04;1.399;19;2023-07-25;15:27:11
nor3-2658;245687.014;5182512.563;90.619;0.025;0.043;1.399;19;2023-07-25;15:27:12
nor3-2659;245686.332;5182513.367;90.627;0.025;0.044;1.399;18;2023-07-25;15:27:13
nor3-2660;245685.66;5182514.123;90.646;0.024;0.046;1.399;18;2023-07-25;15:27:14
nor3-2661;245685.014;5182514.9;90.622;0.022;0.04;1.4;19;2023-07-25;15:27:15
nor3-2662;245684.335;5182515.668;90.644;0.022;0.042;1.4;19;2023-07-25;15:27:16
nor3-2663;245683.671;5182516.449;90.599;0.02;0.035;1.4;20;2023-07-25;15:27:17
nor3-2664;245683.067;5182517.164;90.644;0.018;0.032;1.4;20;2023-07-25;15:27:18
nor3-2665;245682.693;5182517.68;90.63;0.017;0.027;1.4;20;2023-07-25;15:27:19
nor3-2666;245682.396;5182518.226;90.624;0.016;0.027;1.4;20;2023-07-25;15:27:20
nor3-2667;245682.185;5182518.964;90.631;0.017;0.029;1.4;19;2023-07-25;15:27:21
nor3-2668;245682.34;5182519.729;90.615;0.021;0.034;1.4;19;2023-07-25;15:27:22
nor3-2669;245682.776;5182520.592;90.573;0.021;0.032;1.433;18;2023-07-25;15:27:23
nor3-2670;245683.289;5182521.111;90.551;0.02;0.032;1.433;18;2023-07-25;15:27:24
nor3-2671;245683.905;5182521.661;90.517;0.02;0.033;1.433;18;2023-07-25;15:27:25
nor3-2672;245684.593;5182522.051;90.535;0.02;0.03;1.433;18;2023-07-25;15:27:26
nor3-2673;245684.928;5182522.216;90.529;0.019;0.031;1.533;18;2023-07-25;15:27:27
nor3-2674;245684.948;5182522.228;90.502;0.016;0.027;1.533;19;2023-07-25;15:27:28
nor3-2675;245685.027;5182522.271;90.496;0.016;0.026;1.497;19;2023-07-25;15:27:29
nor3-2676;245685.91;5182522.809;90.48;0.015;0.025;1.497;21;2023-07-25;15:27:30
nor3-2677;245686.845;5182523.509;90.506;0.016;0.026;1.288;21;2023-07-25;15:27:31
nor3-2678;245687.892;5182524.334;90.525;0.016;0.026;1.288;21;2023-07-25;15:27:32
nor3-2679;245688.906;5182525.113;90.523;0.016;0.027;1.289;19;2023-07-25;15:27:33
nor3-2680;245689.968;5182525.958;90.478;0.019;0.032;1.289;19;2023-07-25;15:27:34
nor3-2681;245690.999;5182526.769;90.518;0.017;0.03;1.401;19;2023-07-25;15:27:35
nor3-2682;245692.166;5182527.658;90.446;0.016;0.027;1.401;17;2023-07-25;15:27:36
nor3-2683;245693.294;5182528.527;90.35;0.018;0.033;1.455;17;2023-07-25;15:27:37
nor3-2684;245694.379;5182529.386;90.188;0.02;0.037;1.455;16;2023-07-25;15:27:38
nor3-2685;245695.446;5182530.145;90.057;0.02;0.035;1.606;15;2023-07-25;15:27:39
nor3-2686;245696.468;5182530.955;89.943;0.021;0.039;1.606;15;2023-07-25;15:27:40
nor3-2687;245697.625;5182531.83;89.766;0.025;0.043;1.525;17;2023-07-25;15:27:41
nor3-2688;245698.566;5182532.609;89.674;0.03;0.051;1.525;16;2023-07-25;15:27:42
nor3-2689;245699.518;5182533.312;89.592;0.028;0.049;1.635;16;2023-07-25;15:27:43
nor3-2690;245700.459;5182533.967;89.562;0.021;0.039;1.635;16;2023-07-25;15:27:44
nor3-2691;245701.476;5182534.622;89.529;0.019;0.035;1.635;17;2023-07-25;15:27:45
nor3-2692;245702.494;5182535.289;89.54;0.02;0.037;1.635;16;2023-07-25;15:27:46
nor3-2693;245703.528;5182535.979;89.515;0.022;0.04;1.846;16;2023-07-25;15:27:47
nor3-2694;245704.405;5182536.607;89.509;0.022;0.038;1.846;13;2023-07-25;15:27:48
nor3-2695;245705.333;5182537.374;89.521;0.021;0.035;2.06;13;2023-07-25;15:27:49
nor3-2696;245706.368;5182538.169;89.523;0.023;0.037;2.06;13;2023-07-25;15:27:50
nor3-2697;245707.382;5182539.02;89.506;0.029;0.037;1.84;12;2023-07-25;15:27:51
nor3-2698;245708.322;5182539.837;89.485;0.039;0.04;1.84;10;2023-07-25;15:27:52
nor3-2699;245709.279;5182540.583;89.496;0.038;0.042;2.51;10;2023-07-25;15:27:53
nor3-2700;245710.277;5182541.213;89.49;0.036;0.04;2.51;10;2023-07-25;15:27:54
nor3-2701;245706.914;5182533.586;90.024;0.04;0.05;2.393;13;2023-07-25;15:29:55
nor3-2702;245704.681;5182532.455;90.001;0.031;0.038;1.959;15;2023-07-25;15:29:57
nor3-2703;245703.555;5182531.863;89.944;0.037;0.038;1.959;15;2023-07-25;15:29:58
nor3-2704;245702.54;5182531.31;89.979;0.024;0.031;1.958;15;2023-07-25;15:29:59
nor3-2705;245701.423;5182530.711;90.011;0.022;0.033;1.958;15;2023-07-25;15:30:00
nor3-2706;245700.336;5182530.238;90.042;0.018;0.029;1.958;15;2023-07-25;15:30:01
nor3-2707;245699.287;5182529.767;90.101;0.017;0.027;1.958;15;2023-07-25;15:30:02
nor3-2708;245698.241;5182529.334;90.153;0.02;0.034;1.958;16;2023-07-25;15:30:03
nor3-2709;245697.171;5182528.905;90.248;0.024;0.039;1.958;16;2023-07-25;15:30:04
nor3-2710;245696.078;5182528.458;90.339;0.025;0.04;1.841;16;2023-07-25;15:30:05
nor3-2711;245694.984;5182528.003;90.407;0.025;0.041;1.841;16;2023-07-25;15:30:06
nor3-2712;245693.76;5182527.536;90.447;0.024;0.044;1.841;15;2023-07-25;15:30:07
nor3-2713;245692.62;5182527.109;90.483;0.023;0.043;1.841;15;2023-07-25;15:30:08
nor3-2714;245691.57;5182526.657;90.519;0.02;0.037;2.235;16;2023-07-25;15:30:09
nor3-2715;245690.507;5182526.17;90.507;0.018;0.034;2.235;16;2023-07-25;15:30:10
nor3-2716;245689.38;5182525.633;90.521;0.018;0.034;1.631;17;2023-07-25;15:30:11
nor3-2717;245688.312;5182525.104;90.577;0.019;0.035;1.631;18;2023-07-25;15:30:12
nor3-2718;245687.211;5182524.599;90.532;0.02;0.032;1.593;17;2023-07-25;15:30:13
nor3-2719;245686.116;5182524.022;90.49;0.021;0.031;1.593;16;2023-07-25;15:30:14
nor3-2720;245685.083;5182523.467;90.47;0.016;0.025;1.446;16;2023-07-25;15:30:15
nor3-2721;245684.1;5182522.903;90.52;0.016;0.025;1.446;15;2023-07-25;15:30:16
nor3-2722;245683.134;5182522.324;90.512;0.017;0.027;1.563;17;2023-07-25;15:30:17
nor3-2723;245682.26;5182521.878;90.554;0.017;0.028;1.563;18;2023-07-25;15:30:18
nor3-2724;245681.385;5182521.59;90.608;0.015;0.024;1.548;17;2023-07-25;15:30:19
nor3-2725;245680.43;5182521.414;90.631;0.016;0.026;1.548;18;2023-07-25;15:30:20
nor3-2726;245679.626;5182521.487;90.633;0.017;0.026;1.548;17;2023-07-25;15:30:21
nor3-2727;245678.85;5182521.974;90.627;0.018;0.029;1.548;17;2023-07-25;15:30:22
nor3-2728;245678.078;5182522.604;90.616;0.02;0.032;1.359;16;2023-07-25;15:30:23
nor3-2729;245677.351;5182523.363;90.627;0.024;0.038;1.359;15;2023-07-25;15:30:24
nor3-2730;245676.671;5182524.174;90.618;0.022;0.036;1.549;16;2023-07-25;15:30:25
nor3-2731;245676.03;5182525.058;90.586;0.028;0.053;1.549;14;2023-07-25;15:30:26
nor3-2732;245675.477;5182525.914;90.593;0.029;0.056;1.549;14;2023-07-25;15:30:27
nor3-2733;245675.013;5182526.57;90.565;0.026;0.051;1.549;14;2023-07-25;15:30:28
nor3-2734;245674.694;5182526.967;90.609;0.034;0.06;1.789;14;2023-07-25;15:30:29
nor3-2735;245673.901;5182528.046;90.62;0.034;0.06;1.789;13;2023-07-25;15:30:30
nor3-2736;245673.121;5182528.969;90.627;0.034;0.056;1.414;15;2023-07-25;15:30:31
nor3-2737;245671.254;5182531.289;90.614;0.041;0.055;1.843;14;2023-07-25;15:30:34
nor3-2738;245671.241;5182531.296;90.623;0.039;0.057;1.867;15;2023-07-25;15:30:35
nor3-2739;245671.245;5182531.319;90.617;0.038;0.057;1.867;16;2023-07-25;15:30:36
nor3-2740;245671.235;5182531.322;90.603;0.031;0.046;1.509;16;2023-07-25;15:30:37
nor3-2741;245671.233;5182531.321;90.611;0.03;0.044;1.509;17;2023-07-25;15:30:38
nor3-2742;245671.236;5182531.325;90.598;0.027;0.042;1.499;16;2023-07-25;15:30:39
nor3-2743;245671.242;5182531.314;90.62;0.025;0.04;1.499;16;2023-07-25;15:30:40
nor3-2744;245671.115;5182531.463;90.633;0.025;0.038;1.753;17;2023-07-25;15:30:41
nor3-2745;245670.88;5182531.779;90.607;0.027;0.041;1.753;17;2023-07-25;15:30:42
nor3-2746;245670.831;5182531.845;90.59;0.023;0.036;1.753;18;2023-07-25;15:30:43
nor3-2747;245670.824;5182531.846;90.603;0.022;0.033;1.753;18;2023-07-25;15:30:44
nor3-2748;245670.829;5182531.848;90.608;0.021;0.032;1.476;18;2023-07-25;15:30:45
nor3-2749;245670.83;5182531.838;90.604;0.021;0.032;1.476;16;2023-07-25;15:30:46
nor3-2750;245670.829;5182531.849;90.592;0.02;0.031;1.753;16;2023-07-25;15:30:47
nor3-2751;245670.83;5182531.841;90.59;0.022;0.032;1.753;16;2023-07-25;15:30:48
nor3-2752;245670.827;5182531.838;90.614;0.022;0.033;1.505;15;2023-07-25;15:30:49
nor3-2753;245670.818;5182531.836;90.623;0.021;0.032;1.505;16;2023-07-25;15:30:50
nor3-2754;245670.821;5182531.833;90.604;0.021;0.031;1.386;17;2023-07-25;15:30:51
nor3-2755;245670.83;5182531.846;90.594;0.021;0.03;1.386;17;2023-07-25;15:30:52
nor3-2756;245670.831;5182531.824;90.612;0.021;0.032;1.506;18;2023-07-25;15:30:53
nor3-2757;245670.749;5182531.952;90.595;0.021;0.031;1.506;17;2023-07-25;15:30:54
nor3-2758;245670.376;5182532.419;90.606;0.023;0.037;1.5;17;2023-07-25;15:30:55
nor3-2759;245669.901;5182533.085;90.579;0.024;0.038;1.5;15;2023-07-25;15:30:56
nor3-2760;245669.238;5182533.875;90.622;0.032;0.051;1.849;14;2023-07-25;15:30:57
nor3-2761;245668.518;5182534.782;90.604;0.033;0.055;1.849;15;2023-07-25;15:30:58
nor3-2762;245667.7;5182535.759;90.607;0.038;0.065;1.862;15;2023-07-25;15:30:59
nor3-2763;245660.363;5182545.442;90.615;0.026;0.04;1.756;18;2023-07-25;15:31:09
nor3-2764;245659.662;5182546.345;90.591;0.025;0.039;1.756;17;2023-07-25;15:31:10
nor3-2765;245658.882;5182547.301;90.548;0.026;0.041;1.794;15;2023-07-25;15:31:11
nor3-2766;245658.112;5182548.291;90.549;0.03;0.048;1.794;14;2023-07-25;15:31:12
nor3-2767;245657.417;5182549.169;90.553;0.029;0.048;1.802;13;2023-07-25;15:31:13
nor3-2768;245656.801;5182549.903;90.525;0.03;0.052;1.802;14;2023-07-25;15:31:14
nor3-2769;245656.436;5182550.348;90.552;0.027;0.052;1.83;16;2023-07-25;15:31:15
nor3-2770;245656.173;5182550.719;90.548;0.03;0.053;1.83;14;2023-07-25;15:31:16
nor3-2771;245655.858;5182551.065;90.537;0.027;0.049;1.756;14;2023-07-25;15:31:17
nor3-2772;245655.49;5182551.535;90.538;0.028;0.051;1.756;13;2023-07-25;15:31:18
nor3-2773;245655.133;5182551.966;90.536;0.027;0.049;1.811;13;2023-07-25;15:31:19
nor3-2774;245654.725;5182552.444;90.54;0.028;0.047;1.811;13;2023-07-25;15:31:20
nor3-2775;245654.279;5182552.981;90.52;0.027;0.05;1.771;14;2023-07-25;15:31:21
nor3-2776;245653.685;5182553.715;90.524;0.027;0.049;1.771;14;2023-07-25;15:31:22
nor3-2777;245653.11;5182554.371;90.502;0.031;0.047;1.809;15;2023-07-25;15:31:23
nor3-2778;245652.56;5182555.056;90.485;0.033;0.049;1.809;14;2023-07-25;15:31:24
nor3-2779;245651.939;5182555.819;90.496;0.032;0.046;1.77;14;2023-07-25;15:31:25
nor3-2780;245651.327;5182556.557;90.489;0.032;0.048;1.77;16;2023-07-25;15:31:26
nor3-2781;245650.659;5182557.358;90.476;0.026;0.042;1.757;16;2023-07-25;15:31:27
nor3-2782;245650.047;5182558.103;90.453;0.026;0.04;1.757;15;2023-07-25;15:31:28
nor3-2783;245649.458;5182558.857;90.471;0.025;0.039;1.77;16;2023-07-25;15:31:29
nor3-2784;245648.872;5182559.574;90.491;0.024;0.037;1.77;16;2023-07-25;15:31:30
nor3-2785;245648.299;5182560.305;90.455;0.026;0.039;1.813;15;2023-07-25;15:31:31
nor3-2786;245647.614;5182561.129;90.46;0.024;0.039;1.813;14;2023-07-25;15:31:32
nor3-2787;245646.882;5182561.985;90.439;0.025;0.038;1.771;15;2023-07-25;15:31:33
nor3-2788;245646.135;5182562.781;90.409;0.023;0.034;1.771;16;2023-07-25;15:31:34
nor3-2789;245645.292;5182563.627;90.371;0.019;0.028;1.758;16;2023-07-25;15:31:35
nor3-2790;245644.459;5182564.49;90.36;0.022;0.034;1.758;15;2023-07-25;15:31:36
nor3-2791;245643.759;5182565.265;90.327;0.022;0.038;1.918;16;2023-07-25;15:31:37
nor3-2792;245643.075;5182566.015;90.309;0.02;0.037;1.918;16;2023-07-25;15:31:38
nor3-2793;245642.288;5182566.872;90.321;0.023;0.047;1.759;17;2023-07-25;15:31:39
nor3-2794;245641.527;5182567.717;90.275;0.022;0.048;1.759;15;2023-07-25;15:31:40
nor3-2795;245640.799;5182568.549;90.23;0.022;0.041;1.759;15;2023-07-25;15:31:41
nor3-2796;245640.049;5182569.385;90.231;0.021;0.038;1.759;15;2023-07-25;15:31:42
nor3-2797;245639.329;5182570.22;90.237;0.019;0.034;1.81;15;2023-07-25;15:31:43
nor3-2798;245638.526;5182571.139;90.239;0.019;0.034;1.81;16;2023-07-25;15:31:44
nor3-2799;245637.72;5182572.084;90.233;0.018;0.029;1.764;17;2023-07-25;15:31:45
nor3-2800;245636.77;5182573.204;90.197;0.017;0.029;1.764;17;2023-07-25;15:31:46
nor3-2801;245635.883;5182574.262;90.198;0.015;0.026;1.765;17;2023-07-25;15:31:47
nor3-2802;245635.005;5182575.32;90.189;0.015;0.026;1.765;19;2023-07-25;15:31:48
nor3-2803;245634.111;5182576.421;90.16;0.014;0.024;1.415;20;2023-07-25;15:31:49
nor3-2804;245633.315;5182577.267;90.137;0.014;0.022;1.415;20;2023-07-25;15:31:50
nor3-2805;245632.465;5182577.951;90.127;0.012;0.02;1.415;20;2023-07-25;15:31:51
nor3-2806;245631.666;5182578.375;90.103;0.011;0.019;1.415;20;2023-07-25;15:31:52
nor3-2807;245630.92;5182578.599;90.11;0.011;0.018;1.415;20;2023-07-25;15:31:53
nor3-2808;245630.191;5182578.396;90.097;0.011;0.02;1.415;20;2023-07-25;15:31:54
nor3-2809;245629.633;5182577.774;90.082;0.011;0.019;1.415;20;2023-07-25;15:31:55
nor3-2810;245629.305;5182576.748;90.077;0.011;0.02;1.415;20;2023-07-25;15:31:56
nor3-2811;245629.067;5182575.389;90.064;0.011;0.019;1.415;20;2023-07-25;15:31:57
nor3-2812;245628.95;5182574.275;90.062;0.011;0.018;1.415;20;2023-07-25;15:31:58
nor3-2813;245628.823;5182573.5;90.066;0.011;0.018;1.415;20;2023-07-25;15:31:59
nor3-2814;245628.782;5182573.065;90.064;0.013;0.021;1.415;20;2023-07-25;15:32:00
nor3-2815;245628.772;5182573.11;90.055;0.011;0.018;1.416;20;2023-07-25;15:32:01
nor3-2816;245628.779;5182573.096;90.07;0.011;0.019;1.416;20;2023-07-25;15:32:02
nor3-2817;245628.777;5182573.105;90.067;0.012;0.02;1.416;20;2023-07-25;15:32:03
nor3-2818;245628.775;5182573.103;90.068;0.011;0.018;1.416;20;2023-07-25;15:32:04
nor3-2819;245628.778;5182573.1;90.058;0.011;0.018;1.416;20;2023-07-25;15:32:05
nor3-2820;245628.775;5182573.098;90.054;0.011;0.018;1.416;20;2023-07-25;15:32:06
nor3-2821;245628.778;5182573.103;90.061;0.011;0.018;1.416;20;2023-07-25;15:32:07
nor3-2822;245628.776;5182573.099;90.059;0.011;0.018;1.416;20;2023-07-25;15:32:08
nor3-2823;245628.774;5182573.104;90.075;0.012;0.02;1.416;19;2023-07-25;15:32:09
nor3-2824;245628.773;5182573.108;90.077;0.012;0.02;1.416;19;2023-07-25;15:32:10
nor3-2825;245628.772;5182573.107;90.079;0.012;0.02;1.515;19;2023-07-25;15:32:11
nor3-2826;245628.771;5182573.063;90.071;0.012;0.021;1.515;19;2023-07-25;15:32:12
nor3-2827;245628.756;5182572.909;90.064;0.012;0.02;1.515;19;2023-07-25;15:32:13
nor3-2828;245628.672;5182572.307;90.062;0.012;0.02;1.515;20;2023-07-25;15:32:14
nor3-2829;245628.583;5182571.886;90.063;0.012;0.02;1.515;19;2023-07-25;15:32:15
nor3-2830;245628.464;5182571.366;90.07;0.012;0.02;1.515;19;2023-07-25;15:32:16
nor3-2831;245628.249;5182570.503;90.056;0.012;0.019;1.416;19;2023-07-25;15:32:17
nor3-2832;245627.916;5182569.377;90.061;0.012;0.02;1.416;20;2023-07-25;15:32:18
nor3-2833;245627.485;5182568.278;90.052;0.011;0.02;1.221;21;2023-07-25;15:32:19
nor3-2834;245626.955;5182567.215;90.073;0.011;0.02;1.221;21;2023-07-25;15:32:20
nor3-2835;245626.41;5182566.117;90.051;0.011;0.018;1.221;21;2023-07-25;15:32:21
nor3-2836;245625.888;5182565.022;90.07;0.011;0.018;1.221;21;2023-07-25;15:32:22
nor3-2837;245625.428;5182563.931;90.07;0.011;0.018;1.221;21;2023-07-25;15:32:23
nor3-2838;245624.97;5182562.821;90.084;0.011;0.019;1.221;21;2023-07-25;15:32:24
nor3-2839;245624.511;5182561.732;90.118;0.011;0.018;1.221;21;2023-07-25;15:32:25
nor3-2840;245624.039;5182560.442;90.135;0.011;0.018;1.221;21;2023-07-25;15:32:26
nor3-2841;245623.538;5182559.191;90.167;0.011;0.018;1.221;21;2023-07-25;15:32:27
nor3-2842;245622.961;5182557.864;90.17;0.011;0.017;1.221;21;2023-07-25;15:32:28
nor3-2843;245622.331;5182556.604;90.18;0.011;0.017;1.221;21;2023-07-25;15:32:29
nor3-2844;245621.798;5182555.46;90.182;0.011;0.017;1.221;21;2023-07-25;15:32:30
nor3-2845;245621.252;5182554.165;90.226;0.01;0.017;1.221;21;2023-07-25;15:32:31
nor3-2846;245620.691;5182552.771;90.263;0.01;0.017;1.221;21;2023-07-25;15:32:32
nor3-2847;245620.142;5182551.398;90.276;0.01;0.017;1.222;21;2023-07-25;15:32:33
nor3-2848;245619.583;5182550;90.262;0.01;0.017;1.222;21;2023-07-25;15:32:34
nor3-2849;245619.046;5182548.666;90.26;0.011;0.018;1.222;21;2023-07-25;15:32:35
nor3-2850;245618.5;5182547.321;90.229;0.011;0.018;1.222;21;2023-07-25;15:32:36
